Index,Artist Name,Lead Streams,Feats,Tracks,One Billion,100 Million,Last Updated
812,Rich Brian,"1,727,170,764","624,625,192",57,0,4,190922
813,Mother Mother,"1,726,527,097","83,041",142,0,5,310722
814,Yusuf / Cat Stevens,"1,726,512,987","19,118,011",332,0,5,160922
815,Kina,"1,723,333,633","4,106,807",39,0,3,310722
816,MAGIC!,"1,721,727,530","146,286,450",53,1,2,310722
817,Greeicy,"1,720,259,336","50,335,675",60,0,5,310822
818,Simple Plan,"1,719,642,286","2,131,621",128,0,4,50922
819,Sofía Reyes,"1,719,104,610","226,357,631",61,0,3,100922
820,Dido,"1,718,183,561","5,698,325",195,0,4,310722
821,Paul Simon,"1,715,931,271","75,838,481",370,0,3,310722
822,Dennis Lloyd,"1,715,531,867",0,48,0,3,310722
823,Alfredo Olivas,"1,713,355,709","67,166,813",103,0,3,310722
824,Wolfgang Amadeus Mozart,"1,712,607,320","5,275,689","11,475",0,0,310722
825,Tiago PZK,"1,709,750,883","332,932,512",58,0,4,260822
826,Pineapple StormTv,"1,707,906,194","154,195,292",215,0,3,310722
827,DENNIS,"1,705,396,553","126,587,183",298,0,4,310722
828,YUNGBLUD,"1,703,601,205","463,620,252",92,0,2,40922
829,Summer Cem,"1,702,570,591","341,863,678",200,0,2,310722
830,Sade,"1,701,116,678","1,452,396",113,0,4,50922
831,Eslabon Armado,"1,699,114,472","13,724,576",90,0,2,310722
832,Juan Luis Guerra 4.40,"1,695,901,682","810,878,616",208,0,2,160922
833,La Adictiva Banda San José de Mesillas,"1,695,830,013","44,189,841",128,0,4,310722
834,KSI,"1,695,358,834","27,838,370",116,0,4,10922
835,Bullet For My Valentine,"1,694,804,867","31,403",177,0,2,230822
836,Selena,"1,693,151,147","2,894,906",149,0,6,10922
837,Jack Ü,"1,685,398,303","956,75",37,0,4,310722
838,Nina Simone,"1,682,102,220","25,050,969",551,0,3,50822
839,Kollegah,"1,676,987,056","109,522,515",569,0,0,70822
840,Bea Miller,"1,675,218,584","1,164,003,726",42,0,4,180822
841,Nipsey Hussle,"1,669,099,192","270,570,506",277,0,3,310722
842,Cyndi Lauper,"1,668,152,364","7,113,334",219,0,3,150922
843,Juicy J,"1,666,667,173","3,759,718,067",450,0,2,310722
844,Max Richter,"1,666,056,201","43,626",992,0,0,310722
845,Los Bukis,"1,665,301,634","7,360,162",252,0,1,310722
846,Otis Redding,"1,664,195,345","150,323,645",337,0,3,310722
847,Dominic Fike,"1,660,702,806","138,302,706",30,0,3,310722
848,Kungs,"1,657,734,274","29,885,479",65,0,3,310722
849,*NSYNC,"1,656,401,553","25,912,106",89,0,5,180922
850,Jasmine Thompson,"1,651,309,359","959,672,838",116,0,3,310722
851,Willie Nelson,"1,649,521,446","312,985,189","1,571",0,4,310722
852,Tina Turner,"1,649,451,408","24,463,747",253,0,6,240822
853,Yellow Claw,"1,646,156,795","88,256,933",263,0,2,310722
854,Lily Allen,"1,643,394,520","348,477,457",115,0,4,140822
855,will.i.am,"1,641,904,383","2,159,351,268",103,0,5,200822
856,Sasha Alex Sloan,"1,637,138,656","356,062,491",55,0,3,130922
857,Silk Sonic,"1,635,262,002",0,11,0,3,280822
858,NCT 127,"1,633,145,081","47,037,951",138,0,2,190922
859,deadmau5,"1,633,102,099","85,895,158",456,0,1,310722
860,Benjamin Blümchen,"1,632,183,811",0,"6,109",0,0,310722
861,Beastie Boys,"1,631,483,593","686,794",307,0,4,310722
862,Ferrugem,"1,630,991,997","316,721,915",171,0,1,310722
863,Trueno,"1,625,212,488","89,783,830",55,0,5,310822
864,Tom Walker,"1,621,938,619","104,229,160",95,0,4,280822
865,Angus & Julia Stone,"1,621,262,836","62,072,067",128,0,3,310722
866,AURORA,"1,620,462,028","392,531,879",105,0,3,170922
867,Wallows,"1,617,420,796",0,50,0,5,310722
868,Bill Withers,"1,616,684,397","423,140,273",120,0,4,310722
869,Camila,"1,614,888,793","118,840,374",100,0,4,310722
870,The National,"1,612,789,597","101,050,937",209,0,1,100922
871,ZZ Top,"1,609,888,997","84,795",279,0,4,160922
872,KALEO,"1,609,214,165",0,29,0,3,310722
873,Tracy Chapman,"1,603,955,839","86,329,695",102,0,4,180822
874,Mary J. Blige,"1,603,823,302","2,072,649,813",395,0,2,310722
875,Jowell & Randy,"1,598,782,161","882,987,056",173,0,3,310722
876,Brad Paisley,"1,594,358,812","80,512,829",233,0,2,310722
877,The Score,"1,590,492,855","2,029,439",66,0,5,310722
878,Los Enanitos Verdes,"1,589,791,667","8,973,461",190,0,4,140922
879,Gavin James,"1,589,066,720","67,835,427",119,0,3,310722
880,Lenny Kravitz,"1,586,945,030","58,520,527",269,0,4,50822
881,Tungevaag,"1,584,806,652","5,391,617",82,0,5,310722
882,Frédéric Chopin,"1,580,987,576","1,163,362","9,79",0,0,60821
883,Ramin Djawadi,"1,576,132,499","494,471","1,024",0,1,90822
884,Tyler Childers,"1,575,879,683","31,875,984",62,0,5,260822
885,Brett Young,"1,574,718,551","18,238,191",70,0,4,310722
886,BØRNS,"1,573,109,788","17,790,746",44,0,3,310722
887,Dadju,"1,570,782,544","449,080,594",112,0,1,310722
888,Audioslave,"1,568,164,155",0,72,0,5,310722
889,Olivia O'Brien,"1,567,268,080","1,463,363,938",55,0,3,50822
890,Sleepy Hallow,"1,566,837,791","291,033,854",64,0,2,310722
891,Banda Los Recoditos,"1,564,662,688","19,005,086",252,0,2,10822
892,Kiiara,"1,561,088,103","289,081,952",73,0,3,40922
893,Mr. Probz,"1,559,887,114","237,955,809",36,0,4,190922
894,Sufjan Stevens,"1,559,839,764","48,019,760",439,0,3,90922
895,Alvaro Soler,"1,558,833,906","46,416,870",101,0,4,310722
896,Pink Sweat$,"1,558,351,053","58,475,674",57,0,3,310722
897,King Von,"1,557,609,173","158,906,906",78,0,3,310722
898,Diego & Victor Hugo,"1,557,334,571","23,088,565",139,0,6,180922
899,Joaquín Sabina,"1,554,442,660","130,526,953",348,0,0,310722
900,Ella Henderson,"1,553,412,941","369,125,542",115,0,3,160922
901,Blur,"1,551,692,610","20,342",356,0,2,80822
902,Ofenbach,"1,550,940,003","104,912,624",83,0,4,310722
903,Lykke Li,"1,549,963,169","100,408,098",105,0,4,310722
904,Cher,"1,549,863,381","14,500,960",399,0,3,190922
905,Lil Kleine,"1,549,145,488","347,865,948",120,0,0,160922
906,(G)I-DLE,"1,549,107,296","4,846,360",68,0,5,190922
907,Skepta,"1,545,159,107","1,544,272,815",146,0,2,120922
908,Falling In Reverse,"1,544,740,243",0,65,0,2,310722
909,Aleman,"1,543,845,576","407,519,473",151,0,2,310722
910,Will Smith,"1,542,201,832","22,969,261",90,0,6,310722
911,Kris Kross Amsterdam,"1,540,779,399","11,311,576",45,0,2,310722
912,Salmo,"1,539,540,910","645,180,334",162,0,3,160822
913,Toby Keith,"1,539,260,688","22,035,715",302,0,4,120822
914,Timbaland,"1,538,740,572","2,172,817,649",156,0,5,90822
915,Beach House,"1,537,837,100","2,101,262",107,0,2,60922
916,Snakehips,"1,537,501,501","114,181,875",80,0,3,310722
917,YOASOBI,"1,533,599,947",0,28,0,5,310722
918,ITZY,"1,531,845,087",0,70,0,6,200922
919,Pusha T,"1,530,816,646","1,669,008,782",123,0,2,50822
920,Spice Girls,"1,530,766,752","705,376",106,0,4,50922
921,Río Roma,"1,527,525,300","130,932,569",105,0,4,310722
922,Bo Burnham,"1,527,212,746","273,881",103,0,2,20922
923,Oh Wonder,"1,522,982,587","700,789,793",71,0,5,90822
924,UB40,"1,520,229,534","2,093,977",436,0,3,310722
925,Moby,"1,519,804,913","294,525,726",836,0,3,310722
926,Andrea Bocelli,"1,518,057,850","63,860,756",592,0,3,80922
927,Cash Cash,"1,516,224,156","122,082,586",163,0,4,310722
928,Zendaya,"1,514,581,338","742,506,843",42,0,3,310722
929,Topic,"1,514,111,730","995,946,509",70,0,1,310722
930,John Denver,"1,512,762,331","8,472,293",594,0,3,310722
931,BONES,"1,511,219,763","192,510,411",653,0,1,310722
932,Natiruts,"1,510,821,450","21,690,077",216,0,1,310722
933,TLC,"1,510,571,033","235,596,205",173,0,3,90922
934,Gustavo Cerati,"1,509,810,094","204,209,748",163,0,3,310722
935,LIT killah,"1,509,081,134","190,156,783",45,0,2,280822
936,Alina Baraz,"1,506,524,901","29,078,869",76,0,3,90822
937,Lauren Daigle,"1,506,508,915","145,987,139",67,0,3,310722
938,Official HIGE DANdism,"1,506,088,256",0,144,0,4,310722
939,Pixies,"1,505,325,659",0,856,0,3,40922
940,Dread Mar I,"1,503,218,350","37,569,370",160,0,2,310722
941,Mc Don Juan,"1,500,472,460","567,652,551",155,0,3,310722
942,Thiaguinho,"1,498,417,630","225,812,024",249,0,0,310722
943,Evaluna Montaner,"1,495,747,834","133,138,325",46,0,4,310722
944,Capo Plaza,"1,494,955,350","798,426,969",78,0,1,40922
945,MF DOOM,"1,494,366,089","102,412,043",424,0,2,310722
946,Petit Biscuit,"1,494,185,761","22,498,758",86,0,1,310722
947,Gloria Trevi,"1,493,626,591","179,247,041",278,0,2,190922
948,Gym Class Heroes,"1,493,450,694",0,75,0,3,310722
949,Maggie Lindemann,"1,492,524,310","3,518,587",40,0,2,190922
950,Jeezy,"1,485,078,408","1,437,063,010",552,0,2,310722
951,Talking Heads,"1,484,242,370",0,215,0,3,40922
952,Bruno Martini,"1,482,924,670","27,749,916",105,0,4,260822
953,Supertramp,"1,480,511,283","35,955",119,0,4,230822
954,Hungria Hip Hop,"1,480,092,466","71,737,408",68,0,1,310722
955,Wu-Tang Clan,"1,479,460,962","15,206,987",351,0,2,310722
956,Vince Staples,"1,478,107,395","583,523,563",97,0,2,90822
957,Brantley Gilbert,"1,477,281,228","127,058,982",117,0,2,310722
958,Tori Kelly,"1,473,981,175","564,051,955",98,0,3,40922
959,Counting Crows,"1,473,624,597","4,503,425",192,0,3,150822
960,Marracash,"1,472,923,263","534,687,416",196,0,0,200822
961,Foreigner,"1,468,972,124","354,623",284,0,4,40922
962,Andrés Calamaro,"1,463,467,941","169,406,253",521,0,2,50922
963,Tom Petty and the Heartbreakers,"1,463,007,847","3,703,828",248,0,3,30922
964,Hombres G,"1,461,546,570","65,545,893",275,0,3,310722
965,Lupe Fiasco,"1,458,913,538","284,182,379",182,0,3,200922
966,$NOT,"1,456,594,009","110,324,095",58,0,3,310722
967,Upchurch,"1,451,882,160","160,013,519",245,0,0,310722
968,Canserbero,"1,451,762,300","20,576,666",88,0,3,60822
969,ZHU,"1,450,364,098","53,933,968",120,0,2,310722
970,Cristian Castro,"1,449,606,688","171,308,397",236,0,3,310722
971,Megadeth,"1,449,001,793","785,779",419,0,2,140922
972,D-Block Europe,"1,448,961,530","94,674,597",150,0,0,220822
973,Bryce Vine,"1,444,948,521","4,590,271",81,0,4,310722
974,Gustavo Mioto,"1,444,828,975","72,447,438",119,0,4,310722
975,Showtek,"1,441,997,312","69,934,802",267,0,2,310722
976,Pabllo Vittar,"1,440,938,225","307,806,312",125,0,2,240822
977,Kelly Rowland,"1,439,718,750","614,405,577",126,0,3,160822
978,The All-American Rejects,"1,439,069,693",0,86,0,4,310722
979,Jack & Jack,"1,438,739,447","45,772,171",43,0,2,310722
980,Ben&Ben,"1,437,489,824","17,825,818",57,0,4,310822
981,The Head And The Heart,"1,436,917,213",0,95,0,4,310722
982,ONE OK ROCK,"1,436,289,806","2,588,340",129,0,1,100922
983,Melim,"1,435,884,104","89,883,469",85,0,3,260822
984,Jacquees,"1,433,486,084","297,096,889",120,0,2,130922
985,RÜFÜS DU SOL,"1,431,266,723","11,103,276",148,0,2,310722
986,SCH,"1,430,189,357","650,133,345",114,0,0,310722
987,Young the Giant,"1,429,779,508",0,78,0,3,260822
988,Gemitaiz,"1,429,778,231","704,443,260",174,0,1,310722
989,Central Cee,"1,428,646,963","8,720,636",49,0,5,200922
990,Empire of the Sun,"1,428,482,992","230,676,529",108,0,3,310722
991,Alanis Morissette,"1,426,836,551","494,969",300,0,3,160922
992,Icona Pop,"1,426,680,056","222,797,489",121,0,3,310722
993,Dustin Lynch,"1,426,154,511","11,048,052",83,0,4,70822
994,The Temptations,"1,425,942,696","64,781,659",732,0,3,50822
995,Simone & Simaria,"1,425,339,491","238,959,423",122,0,4,310822
996,Gotye,"1,424,591,618","10,576,378",46,1,1,310722
997,NIKI,"1,422,920,850","231,405,433",55,0,4,140922
998,Duke Dumont,"1,422,096,182","24,622,115",121,0,2,310722
999,Laura Pausini,"1,421,622,604","293,291,443",434,0,0,130922
1000,Beck,"1,420,597,420","83,871,063",300,0,1,170822
